sector,organization,job_title,job_description,city,vacancies,posting_date_hijri,posting_day_hijri,posting_month_hijri,posting_year_hijri,source_dataset
القطاع شبه الحكومي,مركز الإقامة المميزه,مصمم جرافيك,تطوير الأفكار الإبداعية والمفاهيم لتوصيل الرسالة المطلوبة بوسائل الجرافيك، ووضع المخططات العامة وتصميم الإنتاج للإعلانات والمجلات وتقارير الشركات وغيرها من وسائل الإعلام المنشورة.,الرياض,1,13/04/1447,13,4,1447,jadarat_recent
القطاع شبه الحكومي,مركز الإقامة المميزه,مدير تسويق,تطوير استراتيجية التسويق والمبادئ التوجيهية والخطط التسويقية وإدارة دراسات السوق وتنفيذ الحملات التسويقية للحرص على هوية المركز واقتراح التوصيات لأصحاب المصلحة المعنية وفقاً للدراسات واستراتيجية المركز المعتمدة.,الرياض,1,13/04/1447,13,4,1447,jadarat_recent
القطاع شبه الحكومي,مركز الإقامة المميزه,مدير تخطيط إستراتيجي,تخطيط أنشطة التخطيط والتطوير الاستراتيجي للمنشأة وتوجيهها وتنسيقها، والإشراف على تحليلات السوق المتعمقة والتقييم الاقتصادي للفرص التجارية المحتملة، وإجراء هذه التحليلات والتقييمات.,الرياض,1,10/04/1447,10,4,1447,jadarat_recent
القطاع شبه الحكومي,مركز الإقامة المميزه,أخصائي أداء مؤسسي,مسؤولية المشاركة في متابعة الأداء المؤسسي وتحقيق الأهداف وتحليل بيانات أداء كافة إدارات المركز لقياس التقدّم وإعداد التقارير اللازمة وضمان تحقيق الاستراتيجية والخطط المعتمدة.,الرياض,1,10/04/1447,10,4,1447,jadarat_recent
القطاع شبه الحكومي,المركز الوطني للتنافسية (تيسير),محلل بيانات,إعداد المقارنات المعيارية والدعم في إعداد الدراسات، واستخلاص أبرز التوصيات والدروس المستفادة منها، وصياغة التوصيات التي يمكن تطبيقها في المملكة، بالإضافة إلى إعداد البرقيات والمشاركة في ورش العمل والفعاليات المرتبطة بأعمال التحليل.,الرياض,1,10/04/1447,10,4,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,أخصائي جودة,"• Requires specialized depth and/or breadth of expertise in own job discipline or Digital Assurance management and is often regarded as a source of knowledge to other subordinates.
• Solves unique problems that have a broad impact on the business.
• Contributes to the development of organization's Digital Assurance strategy.
• May lead teams or projects within the Dig",الرياض,1,10/04/1447,10,4,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,أخصائي إدارة مخاطر,"•	Requires specialized depth and/or breadth of expertise in own job discipline or in Risk Management department and is often regarded as a source of knowledge to other subordinates.
•	Solves unique problems that have a broad impact on the business.
•	Contributes to the development of organization's Risk Management strategy.
•	May lead teams or projects within the Ente",الرياض,4,09/04/1447,9,4,1447,jadarat_recent
القطاع شبه الحكومي,الهيئة السعودية للمواصفات والمقاييس والجودة,مطور تطبيقات,قيادة وتوجيه قسم حلول التطبيقات لضمان تطوير وتنفيذ وصيانة الحلول التقنية التي تدعم أهداف الهيئة الاستراتيجية وتحقيق التكامل بين الأنظمة الرقمية وتحسين العمليات الإلكترونية بما يسهم في تحسين الكفاءة التشغيلية وتحقيق رضا المستخدمين الداخليين والخارجيين.,الرياض,1,09/04/1447,9,4,1447,jadarat_recent
القطاع شبه الحكومي,المركز السعودي لكفاءة الطاقة,أخصائي إدارة مشاريع,#NAME?,الرياض,2,09/04/1447,9,4,1447,jadarat_recent
القطاع شبه الحكومي,المركز الوطني للتنافسية (تيسير),مدير تقنية معلومات,المشاركة في إعداد البرامج وخطط العمل المتعلقة بأعمال تقنية المعلومات، والإشراف المباشر على عمليات إعداد الخطط التشغيليةبما يشمل تحليل الأعمال وتطوير البرامج والتطبيقات ومتابعة ودعم عمليات استخدامها بما يضمن جودتها وكفاءتها.,الرياض,1,09/04/1447,9,4,1447,jadarat_recent
القطاع شبه الحكومي,المركز الوطني للتنافسية (تيسير),أخصائي تحول رقمي,العمل على تبني مفاهيم ومنهجيات الابتكار بما يضمن تطوير واستدامة البيئة الابتكارية، ويساهم في ابتكار منتجات وخدمات، وحلول ابتكارية، واستدامتها. والمشاركة في وضع إطار وآلية لحوكمة أو آلية خاصة لحوكمة الابتكار في التحول الرقمي يهدف إلى متابعة تنفيذ مبادرات الابتكار وضمان تحقيق المستهدفات واستدامة الحلول والمنتجات، وحفظ حقوق الجهات وملكيتها الفكرية لمنتجاتها الابتكارية.,الرياض,1,08/04/1447,8,4,1447,jadarat_recent
القطاع شبه الحكومي,مركز الإقامة المميزه,مدير أشغال ومرافق عامة,تخطيط أنشطة إدارة المرافق في المنشأة وتوجيهها وتنسيقها، وتخطيط الجداول الزمنية لأعمال الصيانة والتنظيف للمرافق، بما في ذلك المواقع المادية الحالية والمستقبلية والتصاميم والأثاث.,الرياض,1,07/04/1447,7,4,1447,jadarat_recent
القطاع شبه الحكومي,مركز الإقامة المميزه,أخصائي استراتيجيات,تخطيط الإستراتيجية العامة ، وتطوير الخطط الإستراتيجية وتقييمها، وتحديد الفرص المتاحة للتوسع.,الرياض,1,07/04/1447,7,4,1447,jadarat_recent
القطاع شبه الحكومي,مركز الإقامة المميزه,أخصائي عمليات موارد بشرية,"المساهمة في جميع طلبات خدمات موظفي المركز الخاصة بالموارد البشرية مثل الإجازات وحضور الموظفين
وخدمات السفر وتأمينات الرعاية الصحية وكشوفات الرواتب وغيرها وضمان تنفيذها بحسب مصفوفة صلاحيات إدارة رأس المال البشري وسياساتها
وإجراءاتها المعتمدة.",الرياض,1,07/04/1447,7,4,1447,jadarat_recent
القطاع شبه الحكومي,المركز السعودي لكفاءة الطاقة,مهندس نقل وتوزيع طاقة,#NAME?,الرياض,1,18/03/1447,18,3,1447,jadarat_recent
القطاع شبه الحكومي,المركز السعودي لكفاءة الطاقة,مهندس نقل وتوزيع طاقة,"- تقديم خبرة مهنية عميقة في مهام محددة داخل نطاق عمل الإدارة (توليد الكهرباء وتحلية المياه والنقل والتوزيع). 
- استعراض الخطط الخاصة بمختلف المبادرات وتقديم المشورة المهنية فيها. 
- تقديم المشورة المهنية من خلال الإشراف على تنفيذ جميع الأعمال في الإدارة لضمان تقديم أفضل النتائج خلال الوقت المتاح. 
- قيادة عدد من المبادرات والمشاريع داخل نطاق الإدارة وتوجيه ومتابعة الم",الرياض,1,18/03/1447,18,3,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مهندس تقنية معلومات,"•	Requires in-depth conceptual and practical knowledge to undertake specified tasks as directed.
•	Solves problems of moderate complexity independently, with minimal guidance required. 
•	Performs a range of assignments related to own discipline within the Channels department.
•	Works within prescribed guidelines or policies in analyzing situations, and may act as a r",الرياض,1,18/03/1447,18,3,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مهندس نظم تقنية معلومات,"•	Recognized as an expert within SPL in relation to a particular Channels discipline, and is equipped with breadth of expertise in other quality assurance elements, in addition to broad knowledge of other functions within SPL. 
•	Is able to elevate SPL's intellectual talent in own Channels discipline by connecting or introducing leading-edge theories, techniques, and/",الرياض,1,18/03/1447,18,3,1447,jadarat_recent
القطاع شبه الحكومي,هيئة المدن والمناطق الاقتصادية الخاصة,أخصائي تحليل مالي,دعم فريق الميزانية من خلال المشاركة في إعداد النماذج والمشاريع والتقارير الخاصة بالميزانية ومراجعة متطلبات الميزانية مع الإدارات المختلفة.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع شبه الحكومي,هيئة المدن والمناطق الاقتصادية الخاصة,أخصائي استشارات أعمال,متابعة المشاريع المسندة لمركز التميز، وإجراء التحليلات اللازمة، وتنفيذ والدراسات المعيارية ودراسات الجدوى بحسب ما يسند إليه.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع شبه الحكومي,هيئة المدن والمناطق الاقتصادية الخاصة,مدير تخطيط إستراتيجي,القدرة على قيادة عمليات إعداد وتحديث الخطط التشغيلية السنوية على مستوى الهيئة وتطبيق أدوات ونماذج التخطيط مثل SWOT، PESTEL، وBalanced Scorecard. و صياغة الأهداف والمبادرات الاستراتيجية وربطها برؤية ورسالة الهيئة.,الرياض,1,10/03/1447,10,3,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مدير تخطيط إستراتيجي,"•	Develop HC Strategy, Vision, and Mission to ensure the alignment with SPL overall strategic objectives, supporting the achievement of key business goals and contributing to the long-term success of the organization.
•	Collaborate with HC and business leaders to understand their strategic objectives and provide data-driven recommendations and solutions. Act as a trus",الرياض,1,10/03/1447,10,3,1447,jadarat_recent
القطاع شبه الحكومي,هيئة المدن والمناطق الاقتصادية الخاصة,أخصائي تحليل مالي,دراسة المواقف المالية للجهة المعنية وتحليلها، وتحديد أولويات وبرامج الإنفاق، وتحليل حركة تدأول الأوراق المالية وإعداد الوثائق والتقارير المتخصصة المتعقلة بالتحليل المالي وعرضها وتوضيحها وحفظها.,الرياض,1,09/03/1447,9,3,1447,jadarat_recent
القطاع شبه الحكومي,هيئة المدن والمناطق الاقتصادية الخاصة,مدير رقابة خدمات مالية,الإشراف على عمليات الرقابة المالية والتقارير المحاسبية والمالية، وضمان الالتزام بالأنظمة والتعليمات والحوكمة المالية، وإعداد تقارير مالية دقيقة وشفافة تدعم متخذي القرار، وتعزز من كفاءة الإنفاق وفعالية الأداء المالي للجهة.,الرياض,1,27/02/1447,27,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مدير خدمات مشتركة,"•	Lead the planning and sourcing flow of materials, goods, and services through an SPL’s supply chain, to identify and meet the needs of the organization’s customers, while also ensuring that all relevant processes are efficient and cost-effective.
•	Direct the preparation of reports on the status of projects and provide recommendations for improvements to processes o",الرياض,1,27/02/1447,27,2,1447,jadarat_recent
القطاع شبه الحكومي,المركز السعودي لكفاءة الطاقة,مهندس نقل وتوزيع طاقة,إتمام المهام المناطة مع فريق العمل في مجال الرقابة على منتجات كفاءة الطاقة بهدف ضمان التزام المنتجات بمواصفات ولوائح كفاءة الطاقة.,الرياض,1,26/02/1447,26,2,1447,jadarat_recent
القطاع شبه الحكومي,المركز السعودي لكفاءة الطاقة,مراجع داخلي,"دعم المدير في تقويم أنظمة الرقابة الداخلية في المركز.
مراجعة السجلات والإجراءات والعقود وأعمال حفظ الأصول وجميع العمليات الإدارية والمالية. 
تقويم مستويات الانجاز ومدى كفاية وفاعلية العمليات الادارية والمالية في الجهة، وتنفيذها وتقييم مدى الالتزام بالإجراءات والسياسات المؤسسية المعتمدة.
إعداد الوثائق والتقارير المتعلقة بنتائج أعمال المراجعة وعرضها وتوضيحها ومناقشتها.",الرياض,1,26/02/1447,26,2,1447,jadarat_recent
القطاع شبه الحكومي,المركز السعودي لكفاءة الطاقة,أخصائي قانوني,العمل على مهام الإدارة القانونية وفق ما يحدده مدير الإدارة المباشر وذلك للمساعدة في تحقيق أهداف الإدارة.,الرياض,1,26/02/1447,26,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,أخصائي إدارة مشاريع,تحليل عناصر وفعاليات المشروع ووضع الخطط والبرامج الزمنية ومتابعة تنفيذها ووضع برنامج التدفق النقدي وتحليل المخاطر المتوقعة ومراجعة وتعديل مراحل التعديل وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال إدارة المشاريع عرضها وحفظها,الرياض,1,24/02/1447,24,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,أخصائي إدارة مشاريع,"•	Recognized as an expert within SPL in relation to Program & Project Management Office discipline, and is equipped with breadth of expertise in other Program & Project Management Office elements, in addition to broad knowledge of other functions within SPL. 
•	Able to elevate SPL's intellectual talent in own Program & Project Management Office discipline by connectin",الرياض,1,24/02/1447,24,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مدير مشتريات,"Strategic Contribution
•	Develop and ensure effective cascading of the strategy into department business plans to ensure vertical alignment and horizontal integration with other interfacing departmental strategies.
•	Drive the continuous achievement of quality and customer experience standards in line with the overall business strategy.
People Management",الرياض,1,20/02/1447,20,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مصمم جرافيك,"Recognized as an expert within SPL in relation to Service & Experience Design discipline, and is equipped with breadth of expertise in other Service & Experience Design elements, in addition to broad knowledge of other functions within SPL. 
•	Able to elevate SPL's intellectual talent in own Service & Experience Design discipline by connecting or introducing leading-e",الرياض,1,11/02/1447,11,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,مدير عمليات تشغيل,"Recognized as an expert within SPL in relation to the particular ops performance discipline, and is equipped with breadth of expertise in other quality assurance elements, in addition to broad knowledge of other functions within SPL. 
Is able to elevate SPL's intellectual talent in own ops performance discipline by connecting or introducing leading-edge theories, tech",الرياض,1,10/02/1447,10,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,اختصاصي مركز بيانات,"•	Requires specialized depth and/or breadth of expertise in own job discipline or Data Management and is often regarded as a source of knowledge to other subordinates.
•	Solves unique problems that have a broad impact on the business.
•	 Contributes to the development of organization's Data Management strategy.
•	May lead teams or projects within the Data Management.",الرياض,1,09/02/1447,9,2,1447,jadarat_recent
القطاع شبه الحكومي,مؤسسة البريد السعودي,أخصائي مشتريات,تقييم احتياجات ومتطلبات مختلف الوحدات التنظيمية من المواد، ومسح السوق بهدف الوصول إلى أفضل أسعار الشراء من الموردين والإشراف على استلام العروض من موردي الخدمات وتقييمها، وبناء قاعدة بيانات بأسعار المواد والموردين وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المبيعات وعرضها وحفظها.,الرياض,1,09/02/1447,9,2,1447,jadarat_recent
القطاع العام,الإدارة العامة للخدمات الطبية للقوات المسلحة,أخصائي تمريض,إعداد خطة الرعاية التمريضية ومتابعة تنفيذها وتقييمها، وأخذ العلامات الحيوية والعينات اللازمة لإجراء الفحوص المخبرية، وإعطاء الأدوية والعقاقير والمواد الصيدلانية بحسب تعليمات الطبيب المعالج، وتوثيق الإجراءات والأنشطة التمريضية المقدمة للمريض في السجل الطبي,جدة,80,08/05/1447,8,5,1447,jadarat_recent
القطاع العام,وزارة الاتصالات وتقنية المعلومات,أخصائي إدارة مشاريع,قيادة وتصميم البرامج والمبادرات في مجالات الذكاء الاصطناعي وتنمية المهارات، من خلال تطبيق منهجيات إدارة المشاريع لضمان التخطيط المحكم، وإدارة الموارد والشراكات بفعالية، وتحقيق الأهداف الاستراتيجية وفق الجداول الزمنية والمعايير المعتمدة.,الرياض,1,07/05/1447,7,5,1447,jadarat_recent
القطاع العام,وزارة الاتصالات وتقنية المعلومات,أخصائي سياسات,تطوير السياسات والتشريعات فيما يتعلق بقطاع الاتصالات وتقنية المعلومات بما يتماشى مع أفضل الممارسات العالمية، وضمان توافقها مع الأهداف الاستراتيجية الوطنية، وتحقيق التوازن بين تمكين الابتكار وتشجيع الاستثمار، وحماية حقوق المستخدمين وضمان المنافسة العادلة>,الرياض,1,07/05/1447,7,5,1447,jadarat_recent
القطاع العام,وزارة الاتصالات وتقنية المعلومات,أخصائي علوم بيانات,دعم استراتيجية رأس المال البشري بالاقتصاد الرقمي ومتابعة وتنفيذ خطط الصرف واعداد كراسات الشروط والمواصفات المشاريع وكالة الوزارة ووظائف المستقبل واعداد التقارير الأسبوعية والشهرية والربعية والسنوية وضمان جودتها، واصدار التقارير الداخلية والخارجية والبيانات الخاصة بالوكالة المبتكرة الأدوات والحلول المبنية على البيانات والداعمة لصنع القرار، وتقديم الدعم والمساندة لمنسبو,الرياض,1,07/05/1447,7,5,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير إداري,تولي مسؤولية تنفيذ وتطوير خطط وإستراتيجيات دعم قرارات الوكالة المعنية بما يتوافق مع الأهداف الاستراتيجية لوزارة الرياضة، وذلك من خلال إدارة فعّالة ومتابعة دقيقة لتنفيذ هذه الخطط، وضمان تقديم حلول سريعة ومبتكرة في مواجهة الأوضاع الطارئة والتحديات المختلفة.,الرياض,1,07/05/1447,7,5,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير أمن سيبراني,إدارة وظيفة حوكمة الأمن السيبراني بما يشمل إنشاء ومراجعة السياسات الأمنية والعمليات والإجراءات والأطر والمبادئ التوجيهية التي تحوكم الأمن السيبراني في الوزارة ، إضافةً إلى إدارة ومتابعة استراتيجية الأمن السيبراني وتطبيقها ورفع مستوى الوعي لمنسوبي الوزارة بهدف حماية الوزارة من التهديدات الأمنية.,الرياض,1,07/05/1447,7,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,مشرف صيانة إنشاءات,"تختص هذه السلسلة بأعمال الإشراف على الأعمال الحرفية من حيث القدرة على توزيع العمل ومراقبة الإنتاجية والتأكد من مطابقة المواصفات أثناء تنفيذ العمل وكتابة التقارير الفنية والمهنية 
إعداد خطة وبرنامج العمل، ومتابعة إجراءات تحديد نوع وطبيعة العمل وتوزيع المهام على فريق العمل، وتصميم الاحتياجات المطلوبة في طبيعة العمل والقيام بالأعمال الأخرى ذات العلاقة بهذا المجال .",العيينة,1,05/05/1447,5,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,سائق شاحنة صغيرة,تختص هذه السلسلة بقيادة المركبات الصغير وقيادة النقل الخفيف والثقيل والقيام بالأعمال الأخرى ذات العلاقة بهذا المجال,العيينة,3,05/05/1447,5,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,فني صيانة أجهزة إلكترونية,تختص هذه السلسلة بأعمال التشغيل والصيانة والمساندة الفنية للأجهزة والمعدات والآلات الإلكترونية مثل آلات مكتبية وأجهزة اليكتروميكانيكية وأجهزة التصوير وأجهزة قياس وتحكم وكيابل وأجهزة دقيقة وأجهزة ميكرو فليم والقيادم بالأعمال الأخرى ذات العلاقة بهذاه المجالات,العيينة,1,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,الإدارة العامة للخدمات الطبية للقوات المسلحة,مساعد طبيب أسنان,تحضير المواد السنية وخلط الحشوات ومنأولة طبيب الاسنان الأدوات والمواد بحسب طلبه وتفقد الأجهزة والمعدات والأدوات المستخدمة وخدمتها وتخزينها,الطائف,1,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,فني أجهزة إلكترونية,"تختص هذه السلسلة بأعمال التشغيل والصيانة والمساندة الفنية للأجهزة والمعدات والآلات الإلكترونية مثل آلات مكتبية وأجهزة اليكتروميكانيكية وأجهزة التصوير وأجهزة قياس وتحكم وكيابل وأجهزة دقيقة وأجهزة ميكرو فليم والقيادم بالأعمال الأخرى ذات العلاقة بهذاه المجالات 
تركيب الأجهزة الإلكترونية والمعدات مثل الدوائر وعناصر التحكم والآلات ومراقبتها، ومساعدة مهندسي الإلكترونيات في",العيينة,3,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,فني أجهزة إلكترونية,"تختص هذه السلسة بأعمال التشغيل والصيانة والمساندة والمساندة الفنية للأجهزة والمعدات الكهربائية مثل كهرباء المحطات والكهرباء الصناعية وكهرباء محطات المياه وكهرباء محطة الطاقة و كهربائية آلات تسنين والقيام بالأعمال الأخرى ذات العلاقة بهذا المجال 
تركيب الأجهزة الإلكترونية والمعدات مثل الدوائر وعناصر التحكم والآلات ومراقبتها، ومساعدة مهندسي الإلكترونيات في أنشطة البحث وا",العيينة,1,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,طاهي,تختص هذه السلسة بأعمال الطهاة ومدقمي الطعام مثل إعداد مائدة الطعام وتحضير أدوات السفرة وترتيب الأدوات على السفرة وتقديم الطعام وتوفير الخدمات للضيوف وكذلك إعداد الأطعمة والمأكولات استلام المواد الأولية وتجهيز وتتبيل وطهي اللحوم والدجاج والاسماك والخضرأوات وغيرها من الأطعمة في الفنادق والمطاعم والنوادي وتجهيزها للتقديم ومتابعة إجراءات تنظيف المطبخ والأدوات.والقيام بالأ,العيينة,8,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,ميكانيكي مصاعد,تختص هذه السلسلة فحص المصاعد والسلالم المتحركة والمقاعد الهوائية والأرصفة المتحركة وصيانتها وتصليحها والقيام بالأعمال الأخرى ذات العلاقة بهذا المجال .,العيينة,1,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,كلية الملك عبدالعزيز الحربية,فني إنشاءات,"أداء الواجبات الفنية المتعلقة بإنشاء الأبنية، وجمع العينات من تربة الموقع والمواد الانشائية وإرسالها للمختبر، ومطابقة المواصفات،وتقدير كميات المواد والعمالة اللازمة.
تختص هذه السلسلة بأعمال المراقبة على الإنشاءات والأعمال المعمارية وجميع الأعمال ذات العلاقة بهذا المجال",العيينة,1,04/05/1447,4,5,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير دعم فني تقنية معلومات,قيادة وإدارة قسم الدعم الفنيّ بكفاءة، مع التركيز على توفير خدمة دعم فنيّ عالية الجودة ومبتكرة، وتحسين العمليات التقنية لدعم أهداف وزارة الرياضة السعودية في تقديم خدمات رقمية متقدمة وموثوقة.,الرياض,1,30/04/1447,30,4,1447,jadarat_recent
القطاع العام,الإدارة العامة للخدمات الطبية للقوات المسلحة,أخصائي تمريض,إعداد خطة الرعاية التمريضية ومتابعة تنفيذها وتقييمها، وأخذ العلامات الحيوية والعينات اللازمة لإجراء الفحوص المخبرية، وإعطاء الأدوية والعقاقير والمواد الصيدلانية بحسب تعليمات الطبيب المعالج، وتوثيق الإجراءات والأنشطة التمريضية المقدمة للمريض في السجل الطبي,الخرج,97,23/04/1447,23,4,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير تقنية معلومات,ضمان تصميم وتنفيذ حلول أمان متكاملة وفعالة تحمي الأنظمة التقنية من التهديدات المحتملة، مع تحقيق التوازن بين الأمان وكفاءة الأداء وتنفيذ الاستراتيجيات الأمنية التي تحمي البنية التحتية الرقمية للوزارة والمساهمة في تطوير وتطبيق استراتيجيات أمنية شاملة لتقنية المعلومات من خلال تنفيذ عمليات تحليلية دقيقة وإجراءات مراقبة ومراجعة مستمرة للتحكم الأمني والاستجابة للحوادث بهدف,الرياض,1,22/04/1447,22,4,1447,jadarat_recent
القطاع العام,وزارة السياحة,أخصائي استراتيجيات,"تخطيط الإستراتيجية العامة ، وتطوير الخطط الإستراتيجية وتقييمها، وتحديد الفرص المتاحة للتوسع.
إجراء البحوث والدراسات والتحليلات ضمن أطر منهجية لتحديد الاتجاهات الحالية في قطاع السياحة ، وأفضل الممارسات العالمية في تطوير الوجهات، ودمج الاعتبارات البيئية في تمكين التجمعات السياحية، وتمكين الحفاظ على الجوانب الثقافية وتمثيلها ضمن التجمعات السياحية، وغيرها.",الرياض,1,22/04/1447,22,4,1447,jadarat_recent
القطاع العام,وزارة السياحة,مدير إداري,"المشاركة في تطوير الأهداف الرئيسية للشؤون الإدارية، والإشراف العام على أنشطة إدارة وتخطيط وتنظيم الأعمال الإدارية التي تقع في نطاق إشرافه بما يتوافق مع الخطط التشغيلية المعتمدة ومتابعة كافة العمليات الإدارية المتعلقة، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية بأكبر كفاءة وفعالية ممكنة.
ضمان تحقيق الاستدامة السياحية من خلال تصميم وتنفيذ ا",الرياض,1,22/04/1447,22,4,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير إدارة مشاريع,تخطيط وتنفيذ ومتابعة المشاريع الاستراتيجية والتشغيلية من خلال تنسيق فعّال ومستمرّ مع مختلف الأقسام داخل الوزارة وكذلك مع الجهات الخارجية لضمان تحقيق الأهداف المحددة بكفاءة عالية وفعالية مثلى.,الرياض,1,08/04/1447,8,4,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير إدارة مشاريع,التخطيط لمحفظة شاملة من مشاريع ترميم المنشآت الرياضية وتنفيذها والإشراف عليها، وتقييم حالة المنشآت الرياضية الحالية، وتطوير إستراتيجيات الترميم، وإدارة محفظة مشاريع الترميم من بدايتها إلى نهايتها بهدف إنشاء منشآت رياضية آمنة وعملية وعالية الجودة تسهم في إثراء تجربة للرياضيين والمجتمع ككل,الرياض,1,23/03/1447,23,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير إدارة مشاريع,ضمان إدارة المنشآت الرياضية ومساحات الصالات الرياضية وصيانتها بفعالية تحت إشراف وزارة الرياضة، وذلك من خلال الإشراف على محفظة المرافق، وإدارة عمليات الصيانة، والمساهمة في تعزيز استراتيجيات كفاءة المرافق واستدامتها ورفع مستوى رضا المستخدمين,الرياض,1,23/03/1447,23,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير إداري,الاشراف على النزاهة والشفافية والالتزام باللوائح ضمن المشهد الرياضي المتجدد، وتأسيس ومراقبة أطر حوكمة قوية، وتعزيز الامتثال للمتطلبات التنظيمية، وزرع ثقافة السلوك الأخلاقي داخل القطاع الرياضي.,الرياض,1,23/03/1447,23,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مدير إداري,إدارة وظيفة الحوكمة والمخاطر والالتزام بما يشمل إنشاء ومراجعة السياسات والعمليات والإجراءات والأطر والمبادئ التوجيهية في الوزارة. إضافةً إلى إدارة الامتثال للسياسات واللوائح التنظيمية وإدارة المخاطر,الرياض,1,23/03/1447,23,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مهندس مدني,تنفيذ وتنسيق أعمال الصيانة الشاملة للبنية التحتية الحضرية والاستادات الرياضية من خلال التخطيط المفصل للصيانة الوقائية والتصحيحية والإشراف المباشر على الأعمال الميدانية والتقييم الدقيق لحالة المرافق وضمان تشغيلها بأمان وكفاءة.,الرياض,1,18/03/1447,18,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مهندس مدني,ضمان تشغيل وصيانة البنية التحتية للأندية الرياضية بكفاءة وأمان من خلال تخطيط وتنفيذ خطط الصيانة المعقدة والشاملة وتقييم وتحسين حالة المنشآت الرياضية وضمان توفير بيئة رياضية محفزة وآمنة تلبي احتياجات الأعضاء والمستخدمين.,الرياض,1,18/03/1447,18,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,محلل شبكات,التخطيط والتصميم  للبنية التحتية الرقمية للوزارة لضمان الكفاءة التشغيلية من خلال تطبيق أفضل الممارسات الرقمية والمعايير الأمنية، وتعزيز الاستجابة للطوارئ، وتحسين تجربة المستخدم النهائي.,الرياض,1,12/03/1447,12,3,1447,jadarat_recent
القطاع العام,وزارة الرياضة,مهندس تصميم مواقع,إدارة وتطوير استراتيجيات متكاملة للأراضي والمنشآت الرياضية، مع التأكيد على تعظيم القيمة والاستخدام الأمثل للموارد العقارية والمساهمة في تحقيق الرؤية الشاملة للإدارة العامة للمنشآت الرياضية.,الرياض,1,08/03/1447,8,3,1447,jadarat_recent
القطاع الخاص,شركة هيلب بوينت التجارية,أخصائي تسويق,تحديد الأهداف وتطوير السياسات التسويقية للسلع والخدمات، والإشراف على تنفيذها وتقييمها، وإجراء اختبارات السوق وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال التسويق وعرضها وحفظها.,تبوك,1,08/05/1447,8,5,1447,jadarat_recent
القطاع الخاص,فرع شركة محطات الحاويات الوطنية المحدودة,مراقب بحري,"The Vessel Supervisor is responsible for providing a safe environment to ensure sustainable, stable, smooth operations at high productivity and quality levels by following the Terminal operating standards to meet the KPIs requirements and exceed them to attract more business",رابغ,1,08/05/1447,8,5,1447,jadarat_recent
